NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
CTXN1	1	ENSG00000178531	
TRIM52-AS1	1	ENSG00000248275	
TBC1D25	1	ENSG00000068354	
CYBRD1	1	ENSG00000071967	
ING5	1	ENSG00000168395	
IL10RA	1	ENSG00000110324	
HSD17B10	1	ENSG00000072506	
RBFA	1	ENSG00000101546	
MIR646HG	1	ENSG00000228340	
TNFRSF10A-AS1	1	ENSG00000253930	
PSMB8-AS1	1	ENSG00000204261	
THEM5	1	ENSG00000196407	
PNKD	1	ENSG00000127838	
DNAH5	1	ENSG00000039139	
SNORD17	1	ENSG00000212232	
NPR1	1	ENSG00000169418	
RN7SL737P	1	ENSG00000243015	
PHF5A	1	ENSG00000100410	
C4orf3	1	ENSG00000164096	
SAP30L-AS1	1	ENSG00000245275	
FDPSP2	1	ENSG00000233980	
AURKB	1	ENSG00000178999	
RPL12P8	1	ENSG00000219932	
PCDHB13	1	ENSG00000187372	
SAMD9L	1	ENSG00000177409	
MOV10L1	1	ENSG00000073146	
PLK4	1	ENSG00000142731	
STEAP1B	1	ENSG00000105889	
GP1BA	1	ENSG00000185245	
MAZ	1	ENSG00000103495	
WDFY2	1	ENSG00000139668	
GIMAP8	1	ENSG00000171115	
SAMD11	1	ENSG00000187634	
A2ML1	1	ENSG00000166535	
TWF1P2	1	ENSG00000225008	
DNM1P51	1	ENSG00000235370	
GAPDHP40	1	ENSG00000248626	
RGS19	1	ENSG00000171700	
ALOX5AP	1	ENSG00000132965	
RPAP3	1	ENSG00000005175	
HMGN2P15	1	ENSG00000214578	
NR2F2-AS1	1	ENSG00000247809	
PRC1	1	ENSG00000198901	
CICP5	1	ENSG00000233771	
OLFML3	1	ENSG00000116774	
C1QTNF3	1	ENSG00000082196	
HMCN1	1	ENSG00000143341	
LFNG	1	ENSG00000106003	
SKA3	1	ENSG00000165480	
PPP2R2B	1	ENSG00000156475	
AP2A2	1	ENSG00000183020	
NXPE1	1	ENSG00000095110	
USP44	1	ENSG00000136014	
RAB17-DT	1	ENSG00000234949	
SYT2	1	ENSG00000143858	
UTP20	1	ENSG00000120800	
MECOM	1	ENSG00000085276	
CYP39A1	1	ENSG00000146233	
H4C16	1	ENSG00000197837	
DERL3	1	ENSG00000099958	
ISG15	1	ENSG00000187608	
RPL23AP64	1	ENSG00000240970	
NEFM	1	ENSG00000104722	
BTF3P4	1	ENSG00000224820	
TRPV5	1	ENSG00000127412	
TTC23L	1	ENSG00000205838	
DNM3	1	ENSG00000197959	
RUNDC3A	1	ENSG00000108309	
TRIM17	1	ENSG00000162931	
HAAO	1	ENSG00000162882	
RELN	1	ENSG00000189056	
RAB41	1	ENSG00000147127	
POMC	1	ENSG00000115138	
PPP1CB-DT	1	ENSG00000226833	
TPPP2	1	ENSG00000179636	
GPAT2	1	ENSG00000186281	
BID	1	ENSG00000015475	
NDUFB1	1	ENSG00000183648	
ASPH	1	ENSG00000198363	
PCSK9	1	ENSG00000169174	
UPK3B	1	ENSG00000243566	
CICP3	1	ENSG00000229376	
PABPC1P1	1	ENSG00000231707	
ANK2	1	ENSG00000145362	
CYP21A1P	1	ENSG00000204338	
ZNF473	1	ENSG00000142528	
ALPK1	1	ENSG00000073331	
CRTAC1	1	ENSG00000095713	
ANKRD18B	1	ENSG00000230453	
FAM227B	1	ENSG00000166262	
TCHH	1	ENSG00000159450	
IDI1P1	1	ENSG00000237939	
POLI	1	ENSG00000101751	
ARL4C	1	ENSG00000188042	
ACOT11	1	ENSG00000162390	
GRK3	1	ENSG00000100077	
NRCAM	1	ENSG00000091129	
CDC7	1	ENSG00000097046	
KCNQ5	1	ENSG00000185760	
AQP7	1	ENSG00000165269	
TBX18	1	ENSG00000112837	
TIMP4	1	ENSG00000157150	
ZNF660	1	ENSG00000144792	
PPM1M	1	ENSG00000164088	
NPPC	1	ENSG00000163273	
POU2AF2	1	ENSG00000150750	
NRARP	1	ENSG00000198435	
TMEM17	1	ENSG00000186889	
UCKL1	1	ENSG00000198276	
PPRC1	1	ENSG00000148840	
DLGAP3	1	ENSG00000116544	
LINC02610	1	ENSG00000186235	
FGF13-AS1	1	ENSG00000226031	
CHRDL1	1	ENSG00000101938	
TOR3A	1	ENSG00000186283	
PROM1	1	ENSG00000007062	
AJM1	1	ENSG00000232434	
AGTR1	1	ENSG00000144891	
THPO	1	ENSG00000090534	
SLC16A4	1	ENSG00000168679	
MAF	1	ENSG00000178573	
C4orf36	1	ENSG00000163633	
OLFM1	1	ENSG00000130558	
YY1AP1	1	ENSG00000163374	
ADAM22	1	ENSG00000008277	
DCLK3	1	ENSG00000163673	
S100A8	1	ENSG00000143546	
NCAM2	1	ENSG00000154654	
TCF20	1	ENSG00000100207	
CACNA1C	1	ENSG00000151067	
NPIPB11	1	ENSG00000254206	
RNF150	1	ENSG00000170153	
ABCC6	1	ENSG00000091262	
PSMA6	1	ENSG00000100902	
TENT4B	1	ENSG00000121274	
LRRC8D	1	ENSG00000171492	
EPHB4	1	ENSG00000196411	
CRTC3	1	ENSG00000140577	
CENPK	1	ENSG00000123219	
NF1	1	ENSG00000196712	
ADRA2C	1	ENSG00000184160	
NKAIN1	1	ENSG00000084628	
HES6	1	ENSG00000144485	
RSPH10B2	1	ENSG00000169402	
ACTN2	1	ENSG00000077522	
CARMIL3	1	ENSG00000186648	
PHGDH	1	ENSG00000092621	
RSL24D1P11	1	ENSG00000231544	
SKA1	1	ENSG00000154839	
LINC01132	1	ENSG00000227630	
KCNMB3	1	ENSG00000171121	
SERF1B	1	ENSG00000205572	
AQP5	1	ENSG00000161798	
GSTM1	1	ENSG00000134184	
SPACA6	1	ENSG00000182310	
MTFP1	1	ENSG00000242114	
TBX6	1	ENSG00000149922	
NAIP	1	ENSG00000249437	
IL34	1	ENSG00000157368	
ILRUNP1	1	ENSG00000227513	
RRN3P2	1	ENSG00000103472	
ATP1A4	1	ENSG00000132681	
C1DP1	1	ENSG00000231245	
FBLL1	1	ENSG00000188573	
GHDC	1	ENSG00000167925	
TUBA4B	1	ENSG00000243910	
SINHCAF	1	ENSG00000139146	
VDAC1P6	1	ENSG00000231341	
SLC13A3	1	ENSG00000158296	
ARHGAP11A	1	ENSG00000198826	
RPS4XP3	1	ENSG00000214541	
RBM4B	1	ENSG00000173914	
NOL4L	1	ENSG00000197183	
SVIL-AS1	1	ENSG00000224597	
PLK1	1	ENSG00000166851	
CSRNP3	1	ENSG00000178662	
SELL	1	ENSG00000188404	
LINC01135	1	ENSG00000234807	
RNF128	1	ENSG00000133135	
ARHGAP28	1	ENSG00000088756	
MAGED4	1	ENSG00000154545	
C1orf54	1	ENSG00000118292	
KDM5C	1	ENSG00000126012	
VWA8	1	ENSG00000102763	
PMEL	1	ENSG00000185664	
NOXO1	1	ENSG00000196408	
HHLA3	1	ENSG00000197568	
RBM7P1	1	ENSG00000223427	
OSM	1	ENSG00000099985	
IGFBP6	1	ENSG00000167779	
SHISA2	1	ENSG00000180730	
PGR	1	ENSG00000082175	
DOK1	1	ENSG00000115325	
TMEM238	1	ENSG00000233493	
BUB1B	1	ENSG00000156970	
FABP5	1	ENSG00000164687	
ADGRL4	1	ENSG00000162618	
OPN1SW	1	ENSG00000128617	
FAM185BP	1	ENSG00000214439	
CLTCL1	1	ENSG00000070371	
EMCN	1	ENSG00000164035	
SMARCE1P1	1	ENSG00000225215	
BCL11A	1	ENSG00000119866	
CDKN2A	1	ENSG00000147889	
ENSG00000233251	1	ENSG00000233251	
KDM7A	1	ENSG00000006459	
SBNO2	1	ENSG00000064932	
HSCB	1	ENSG00000100209	
DLGAP5	1	ENSG00000126787	
FUNDC2P2	1	ENSG00000182814	
ENSG00000235978	1	ENSG00000235978	
CPEB1	1	ENSG00000214575	
C8orf34	1	ENSG00000165084	
PODNL1	1	ENSG00000132000	
KLHL18	1	ENSG00000114648	
C6orf52	1	ENSG00000137434	
REPIN1-AS1	1	ENSG00000240449	
CPNE9	1	ENSG00000144550	
ZNF490	1	ENSG00000188033	
HS3ST2	1	ENSG00000122254	
PTMAP9	1	ENSG00000198134	
ANKMY1	1	ENSG00000144504	
HS6ST1P1	1	ENSG00000187952	
CLIC4P1	1	ENSG00000236739	
S1PR3	1	ENSG00000213694	
ZDHHC12-DT	1	ENSG00000223478	
DCST1-AS1	1	ENSG00000232093	
ECM2	1	ENSG00000106823	
PDK3	1	ENSG00000067992	
SGSM1	1	ENSG00000167037	
STAT4	1	ENSG00000138378	
RPL7P23	1	ENSG00000244363	
DGKI	1	ENSG00000157680	
MAD2L1BP	1	ENSG00000124688	
LRRIQ1	1	ENSG00000133640	
CCNB3	1	ENSG00000147082	
GALNT16	1	ENSG00000100626	
TP53TG5	1	ENSG00000124251	
SERPINB9	1	ENSG00000170542	
SNX19P1	1	ENSG00000228184	
LNP1	1	ENSG00000206535	
RIMBP2	1	ENSG00000060709	
EN2	1	ENSG00000164778	
ZC3H8	1	ENSG00000144161	
RPS27AP5	1	ENSG00000231767	
LRRC37A15P	1	ENSG00000230069	
BSN	1	ENSG00000164061	
GJA3	1	ENSG00000121743	
TBC1D13	1	ENSG00000107021	
GRPEL2P2	1	ENSG00000225814	
WTIP	1	ENSG00000142279	
C6orf163	1	ENSG00000203872	
ATP1A1-AS1	1	ENSG00000203865	
ANKRD34B	1	ENSG00000189127	
FIBCD1	1	ENSG00000130720	
PTPRG	1	ENSG00000144724	
PDE2A	1	ENSG00000186642	
GRM6	1	ENSG00000113262	
GADL1	1	ENSG00000144644	
S1PR1-DT	1	ENSG00000225938	
CYP27A1	1	ENSG00000135929	
CYCSP6	1	ENSG00000214429	
QTRT2	1	ENSG00000151576	
TNFAIP8L1	1	ENSG00000185361	
CASKIN1	1	ENSG00000167971	
RAI2	1	ENSG00000131831	
ANKRD33B	1	ENSG00000164236	
SCMH1	1	ENSG00000010803	
PLEKHG4B	1	ENSG00000153404	
KANK4	1	ENSG00000132854	
TAS1R3	1	ENSG00000169962	
SNIP1	1	ENSG00000163877	
PRDX2P4	1	ENSG00000213177	
TNFRSF10A-DT	1	ENSG00000246582	
THRAP3P1	1	ENSG00000227339	
STARD5	1	ENSG00000172345	
NAMPTP1	1	ENSG00000229644	
PKIB	1	ENSG00000135549	
EPHX4	1	ENSG00000172031	
NR4A1	1	ENSG00000123358	
XK	1	ENSG00000047597	
ACE	1	ENSG00000159640	
LINC01315	1	ENSG00000229891	
SUSD5	1	ENSG00000173705	
ZNF300	1	ENSG00000145908	
LINC00205	1	ENSG00000223768	
SCCPDH	1	ENSG00000143653	
ACAP1	1	ENSG00000072818	
SCIN	1	ENSG00000006747	
CD226	1	ENSG00000150637	
ASS1P11	1	ENSG00000225308	
ACOX2	1	ENSG00000168306	
RPL22P13	1	ENSG00000242670	
SLC25A30	1	ENSG00000174032	
ITGA11	1	ENSG00000137809	
CCL20	1	ENSG00000115009	
GABRB3	1	ENSG00000166206	
CCNI2	1	ENSG00000205089	
PCDHGC4	1	ENSG00000242419	
KRT8P36	1	ENSG00000240668	
FAM43A	1	ENSG00000185112	
ADGRB3	1	ENSG00000135298	
SNRNP25	1	ENSG00000161981	
REM2	1	ENSG00000139890	
FABP3	1	ENSG00000121769	
OSBPL8	1	ENSG00000091039	
LZTS1	1	ENSG00000061337	
GOLGA6L9	1	ENSG00000197978	
NCAPG	1	ENSG00000109805	
MSANTD4	1	ENSG00000170903	
IGLV6-57	1	ENSG00000211640	
ADARB1	1	ENSG00000197381	
FBLIM1	1	ENSG00000162458	
LARS2	1	ENSG00000011376	
PURG	1	ENSG00000172733	
KIF20B	1	ENSG00000138182	
BAALC	1	ENSG00000164929	
TNNT1	1	ENSG00000105048	
FXYD6	1	ENSG00000137726	
HMMR	1	ENSG00000072571	
SYCP2L	1	ENSG00000153157	
KCNN3	1	ENSG00000143603	
CYYR1	1	ENSG00000166265	
PTPRN2	1	ENSG00000155093	
BIN2	1	ENSG00000110934	
ZFP2	1	ENSG00000198939	
CCNDBP1	1	ENSG00000166946	
PELI2	1	ENSG00000139946	
KPNA4P1	1	ENSG00000213754	
RHOF	1	ENSG00000139725	
EPHX3	1	ENSG00000105131	
ZNF674-AS1	1	ENSG00000230844	
PLA2G12AP1	1	ENSG00000224680	
GPR157	1	ENSG00000180758	
FAM81B	1	ENSG00000153347	
HASPIN	1	ENSG00000177602	
SUV39H2	1	ENSG00000152455	
PCDHA11	1	ENSG00000249158	
RCBTB2	1	ENSG00000136161	
CAPN12	1	ENSG00000182472	
GABRR2	1	ENSG00000111886	
SLAMF7	1	ENSG00000026751	
RPS10P7	1	ENSG00000223396	
LGALS2	1	ENSG00000100079	
ASPG	1	ENSG00000166183	
PTX3	1	ENSG00000163661	
SENCR	1	ENSG00000254703	
ABCA8	1	ENSG00000141338	
DUXAP8	1	ENSG00000206195	
RHBG	1	ENSG00000132677	
DTX2P1	1	ENSG00000186704	
STXBP3	1	ENSG00000116266	
SNAP25	1	ENSG00000132639	
TMEM121	1	ENSG00000184986	
EEF1A1P4	1	ENSG00000245205	
ICAM5	1	ENSG00000105376	
UPK3A	1	ENSG00000100373	
ALDH1A1	1	ENSG00000165092	
MPZ	1	ENSG00000158887	
IGSF11	1	ENSG00000144847	
RILPL2	1	ENSG00000150977	
TAGLN2	1	ENSG00000158710	
MAK16	1	ENSG00000198042	
OBSCN-AS1	1	ENSG00000162913	
MYT1	1	ENSG00000196132	
NUTM2G	1	ENSG00000188152	
ZNF90	1	ENSG00000213988	
SLC9B1	1	ENSG00000164037	
ZNF799	1	ENSG00000196466	
CARMIL2	1	ENSG00000159753	
TMEM187	1	ENSG00000177854	
CBR1-AS1	1	ENSG00000230212	
TAGLN2P1	1	ENSG00000253676	
ZNF658B	1	ENSG00000198416	
TEKTIP1	1	ENSG00000183397	
CALM2P4	1	ENSG00000233662	
MRPL48P1	1	ENSG00000238076	
SSTR2	1	ENSG00000180616	
EARS2	1	ENSG00000103356	
TMEM220	1	ENSG00000187824	
ENSG00000230021	1	ENSG00000230021	
C15orf62	1	ENSG00000188277	
ZNF252P-AS1	1	ENSG00000255559	
P4HA3	1	ENSG00000149380	
MPP4	1	ENSG00000082126	
GOLGA6L3P	1	ENSG00000188388	
EXO5	1	ENSG00000164002	
RAMAC	1	ENSG00000169612	
HSF2BP	1	ENSG00000160207	
HTR1F	1	ENSG00000179097	
BARD1	1	ENSG00000138376	
MMP1	1	ENSG00000196611	
SMAGP	1	ENSG00000170545	
PEA15	1	ENSG00000162734	
CHORDC1P1	1	ENSG00000232202	
CXCR4	1	ENSG00000121966	
S1PR5	1	ENSG00000180739	
PCDHB5	1	ENSG00000113209	
ZSCAN23	1	ENSG00000187987	
ENSG00000253123	1	ENSG00000253123	
COL9A2	1	ENSG00000049089	
LRRC15	1	ENSG00000172061	
GYG1P1	1	ENSG00000251633	
WDR86	1	ENSG00000187260	
TWSG1	1	ENSG00000128791	
CA14	1	ENSG00000118298	
LINC00910	1	ENSG00000188825	
THBS2	1	ENSG00000186340	
GSDMA	1	ENSG00000167914	
GJA4	1	ENSG00000187513	
SPOCK3	1	ENSG00000196104	
DNAJC3-DT	1	ENSG00000247400	
SLTM	1	ENSG00000137776	
HOXD8	1	ENSG00000175879	
TIRAP-AS1	1	ENSG00000255062	
NR1I3	1	ENSG00000143257	
B3GALNT1	1	ENSG00000169255	
H19	1	ENSG00000130600	
IRAG2	1	ENSG00000118308	
CCND1	1	ENSG00000110092	
CYB5RL	1	ENSG00000215883	
CDH13	1	ENSG00000140945	
HDC	1	ENSG00000140287	
SLC13A4	1	ENSG00000164707	
COL16A1	1	ENSG00000084636	
HUNK	1	ENSG00000142149	
ZNF681	1	ENSG00000196172	
HMGB1P1	1	ENSG00000124097	
C1orf226	1	ENSG00000239887	
NUDT11	1	ENSG00000196368	
WHAMMP1	1	ENSG00000223509	
PLCD3	1	ENSG00000161714	
CFAP20	1	ENSG00000070761	
RASIP1	1	ENSG00000105538	
AKR1C2	1	ENSG00000151632	
POLR3K	1	ENSG00000161980	
NUMB	1	ENSG00000133961	
CHRNE	1	ENSG00000108556	
KIFC1	1	ENSG00000237649	
MEIS3	1	ENSG00000105419	
LRRC63	1	ENSG00000173988	
VEGFC	1	ENSG00000150630	
FLVCR1-DT	1	ENSG00000198468	
LRRN1	1	ENSG00000175928	
GRHL3	1	ENSG00000158055	
TUBB3P1	1	ENSG00000220418	
SRD5A1	1	ENSG00000145545	
SLC16A3	1	ENSG00000141526	
CDC45	1	ENSG00000093009	
ERP29P1	1	ENSG00000233347	
CITED2	1	ENSG00000164442	
OPCML	1	ENSG00000183715	
INPP4B	1	ENSG00000109452	
CA3	1	ENSG00000164879	
TEDC2	1	ENSG00000162062	
C4orf19	1	ENSG00000154274	
SERPINB7	1	ENSG00000166396	
FDPSP7	1	ENSG00000231087	
TMEM141	1	ENSG00000244187	
TCEAL6	1	ENSG00000204071	
RPSAP18	1	ENSG00000224261	
TBX15	1	ENSG00000092607	
SHQ1	1	ENSG00000144736	
OTULINL	1	ENSG00000145569	
QPCT	1	ENSG00000115828	
IQCA1	1	ENSG00000132321	
DNAJC27	1	ENSG00000115137	
ATG5	1	ENSG00000057663	
CCIN	1	ENSG00000185972	
EBF3	1	ENSG00000108001	
METTL15P1	1	ENSG00000174912	
DDX47	1	ENSG00000213782	
CPAMD8	1	ENSG00000160111	
ADM2	1	ENSG00000128165	
GIMAP5	1	ENSG00000196329	
TTN	1	ENSG00000155657	
DIRAS1	1	ENSG00000176490	
CEND1	1	ENSG00000184524	
RPL22P16	1	ENSG00000213935	
LRFN5	1	ENSG00000165379	
XAB2	1	ENSG00000076924	
ZNF654	1	ENSG00000175105	
TSR3	1	ENSG00000007520	
ATP5MKP1	1	ENSG00000231549	
MYBPC2	1	ENSG00000086967	
PCNX2	1	ENSG00000135749	
RRS1	1	ENSG00000179041	
BRIP1	1	ENSG00000136492	
KLF2P2	1	ENSG00000230646	
KCNA3	1	ENSG00000177272	
TM9SF1	1	ENSG00000100926	
UPF3A	1	ENSG00000169062	
ETS2-AS1	1	ENSG00000205622	
CHEK2	1	ENSG00000183765	
DUSP5	1	ENSG00000138166	
KNL1	1	ENSG00000137812	
PRR11	1	ENSG00000068489	
MYRIP	1	ENSG00000170011	
CACNB4	1	ENSG00000182389	
PCDHGA11	1	ENSG00000253873	
TAGAP	1	ENSG00000164691	
TMEM182	1	ENSG00000170417	
DGAT2	1	ENSG00000062282	
SPAG5	1	ENSG00000076382	
AP3B2	1	ENSG00000103723	
DNAH1	1	ENSG00000114841	
PERM1	1	ENSG00000187642	
SH3GL2	1	ENSG00000107295	
CATSPER1	1	ENSG00000175294	
MT1E	1	ENSG00000169715	
RPL39L	1	ENSG00000163923	
TMEM131L	1	ENSG00000121210	
B3GNTL1	1	ENSG00000175711	
FAM3C	1	ENSG00000196937	
ITM2C	1	ENSG00000135916	
FAM174B	1	ENSG00000185442	
EEIG2	1	ENSG00000162636	
LIMS4	1	ENSG00000256671	
GSTM5	1	ENSG00000134201	
F7	1	ENSG00000057593	
CT69	1	ENSG00000231971	
RAP1GAP	1	ENSG00000076864	
GTF2IRD2P1	1	ENSG00000214544	
KCTD9P1	1	ENSG00000225014	
DMBT1	1	ENSG00000187908	
PLAC9	1	ENSG00000189129	
RNLS	1	ENSG00000184719	
GUSBP5	1	ENSG00000236296	
RASA4	1	ENSG00000105808	
IGSF6	1	ENSG00000140749	
FHAD1	1	ENSG00000142621	
MIR570	1	ENSG00000207650	
ALCAM	1	ENSG00000170017	
FBN2	1	ENSG00000138829	
FAM151B	1	ENSG00000152380	
ZNF784	1	ENSG00000179922	
BLZF1	1	ENSG00000117475	
HTR2B	1	ENSG00000135914	
SDK1	1	ENSG00000146555	
ARMC5	1	ENSG00000140691	
CFAP61	1	ENSG00000089101	
DNAJC25	1	ENSG00000059769	
C4B	1	ENSG00000224389	
FAM182A	1	ENSG00000125804	
EFR3B	1	ENSG00000084710	
TFEC	1	ENSG00000105967	
UNC5B	1	ENSG00000107731	
ZCCHC18	1	ENSG00000166707	
PPA1	1	ENSG00000180817	
GFRA2	1	ENSG00000168546	
PTGER4	1	ENSG00000171522	
MMP24	1	ENSG00000125966	
DCXR	1	ENSG00000169738	
ENSG00000237707	1	ENSG00000237707	
UTP4	1	ENSG00000141076	
F2RL1	1	ENSG00000164251	
ELAC1	1	ENSG00000141642	
LINC01252	1	ENSG00000247157	
MDH1B	1	ENSG00000138400	
HCG11	1	ENSG00000228223	
RPS27P4	1	ENSG00000234287	
EBF2	1	ENSG00000221818	
CSNK2B	1	ENSG00000204435	
PHYHD1	1	ENSG00000175287	
FAM89B	1	ENSG00000176973	
ARID3B	1	ENSG00000179361	
PHB1P7	1	ENSG00000213711	
CTAGE10P	1	ENSG00000181358	
SLC16A14	1	ENSG00000163053	
RFXAP	1	ENSG00000133111	
SULF1	1	ENSG00000137573	
TMED10P2	1	ENSG00000239405	
OR7E14P	1	ENSG00000184669	
ANXA2P1	1	ENSG00000213406	
CASP1	1	ENSG00000137752	
RPL7L1P14	1	ENSG00000250403	
CDNF	1	ENSG00000185267	
LINC02701	1	ENSG00000250508	
PIH1D2	1	ENSG00000150773	
TAFA5	1	ENSG00000219438	
ARID3BP1	1	ENSG00000227288	
KICS2	1	ENSG00000174206	
MIF-AS1	1	ENSG00000218537	
E2F7	1	ENSG00000165891	
TSPAN3	1	ENSG00000140391	
NME3	1	ENSG00000103024	
CCDC152	1	ENSG00000198865	
CAPRIN2	1	ENSG00000110888	
NFIL3	1	ENSG00000165030	
PPP1R16B	1	ENSG00000101445	
CEMIP	1	ENSG00000103888	
GJB7	1	ENSG00000164411	
FAM66B	1	ENSG00000215374	
ABL2	1	ENSG00000143322	
SDC2	1	ENSG00000169439	
NPRL3	1	ENSG00000103148	
ZC2HC1A	1	ENSG00000104427	
TMEM176A	1	ENSG00000002933	
IQGAP3	1	ENSG00000183856	
OSGIN1	1	ENSG00000140961	
CD84	1	ENSG00000066294	
DDO	1	ENSG00000203797	
LUCAT1	1	ENSG00000248323	
GFAP	1	ENSG00000131095	
PRSS53	1	ENSG00000151006	
PTPRH	1	ENSG00000080031	
IFIT2	1	ENSG00000119922	
HSD17B1P1	1	ENSG00000108785	
P2RX5	1	ENSG00000083454	
TMEM151A	1	ENSG00000179292	
MSR1	1	ENSG00000038945	
MEIS3P1	1	ENSG00000179277	
ANKRD37	1	ENSG00000186352	
RIBC2	1	ENSG00000128408	
HENMT1	1	ENSG00000162639	
RASA4CP	1	ENSG00000228903	
ADIPOR2	1	ENSG00000006831	
RNF7P1	1	ENSG00000239831	
DENR	1	ENSG00000139726	
SH3D21	1	ENSG00000214193	
ONECUT2	1	ENSG00000119547	
SRSF3P1	1	ENSG00000257043	
TRMT9B	1	ENSG00000250305	
BMPR1AP2	1	ENSG00000232460	
PNMA8A	1	ENSG00000182013	
DNER	1	ENSG00000187957	
ELAPOR1	1	ENSG00000116299	
APOC1	1	ENSG00000130208	
PPL	1	ENSG00000118898	
PRR16	1	ENSG00000184838	
CSKMT	1	ENSG00000214756	
MCM9	1	ENSG00000111877	
MAP2K1	1	ENSG00000169032	
COPB2-DT	1	ENSG00000248932	
DBF4P1	1	ENSG00000235489	
FAM120B	1	ENSG00000112584	
HLA-W	1	ENSG00000235290	
ZNF69	1	ENSG00000198429	
TSSK5P	1	ENSG00000227473	
FOXC2	1	ENSG00000176692	
CELF5	1	ENSG00000161082	
HAS3	1	ENSG00000103044	
FAM86FP	1	ENSG00000164845	
SGF29	1	ENSG00000176476	
AADAT	1	ENSG00000109576	
PICART1	1	ENSG00000246640	
FOXL1	1	ENSG00000176678	
NQO1	1	ENSG00000181019	
MT2A	1	ENSG00000125148	
GPR160	1	ENSG00000173890	
GCNA	1	ENSG00000147174	
TUBGCP4	1	ENSG00000137822	
PCDHB6	1	ENSG00000113211	
CCDC88A	1	ENSG00000115355	
PRICKLE2-AS1	1	ENSG00000241111	
IMPDH1P6	1	ENSG00000254294	
TBCAP1	1	ENSG00000226781	
MYH11	1	ENSG00000133392	
PCDH19	1	ENSG00000165194	
BOLA3	1	ENSG00000163170	
TMEM40	1	ENSG00000088726	
NOP56	1	ENSG00000101361	
CCDC85A	1	ENSG00000055813	
CMAHP	1	ENSG00000168405	
POLE4	1	ENSG00000115350	
ENDOV	1	ENSG00000173818	
PLPP7	1	ENSG00000160539	
ALG1L6P	1	ENSG00000238278	
ATF7	1	ENSG00000170653	
CCDC15	1	ENSG00000149548	
PLCD4	1	ENSG00000115556	
C4orf46	1	ENSG00000205208	
TMEM216	1	ENSG00000187049	
ST13P4	1	ENSG00000232150	
COCH	1	ENSG00000100473	
HSD3BP5	1	ENSG00000198857	
SAMHD1	1	ENSG00000101347	
MESTP1	1	ENSG00000220884	
GUSBP16	1	ENSG00000253366	
OGDHL	1	ENSG00000197444	
EMC10	1	ENSG00000161671	
DPY19L2	1	ENSG00000177990	
XRCC4	1	ENSG00000152422	
GOLGA6L4	1	ENSG00000184206	
ECEL1	1	ENSG00000171551	
RBMS3	1	ENSG00000144642	
CELF4	1	ENSG00000101489	
TTC5	1	ENSG00000136319	
PNPLA7	1	ENSG00000130653	
EMBP1	1	ENSG00000231752	
PKD1P3	1	ENSG00000183458	
GALNT9	1	ENSG00000182870	
FGF7	1	ENSG00000140285	
DMXL2	1	ENSG00000104093	
FAM215B	1	ENSG00000232300	
TFE3	1	ENSG00000068323	
PGAM1	1	ENSG00000171314	
YIF1B	1	ENSG00000167645	
MAP3K2-DT	1	ENSG00000236682	
TFEB	1	ENSG00000112561	
ZNF766	1	ENSG00000196214	
IFT172	1	ENSG00000138002	
ACYP2	1	ENSG00000170634	
HSH2D	1	ENSG00000196684	
PDPR2P	1	ENSG00000214331	
GCNT2	1	ENSG00000111846	
CXCL6	1	ENSG00000124875	
SLC15A3	1	ENSG00000110446	
SHC3	1	ENSG00000148082	
IL2RB	1	ENSG00000100385	
RSPO4	1	ENSG00000101282	
SYDE2	1	ENSG00000097096	
RAB30-DT	1	ENSG00000246067	
TRAPPC9	1	ENSG00000167632	
CES1P1	1	ENSG00000228695	
FAM167A	1	ENSG00000154319	
SRSF9	1	ENSG00000111786	
E2F6P1	1	ENSG00000234764	
PPP4R2P2	1	ENSG00000231443	
SOX17	1	ENSG00000164736	
NSUN7	1	ENSG00000179299	
SCRN3	1	ENSG00000144306	
ALB	1	ENSG00000163631	
FANCD2	1	ENSG00000144554	
EPHA4	1	ENSG00000116106	
CAP1P2	1	ENSG00000232004	
ITPRIPL1	1	ENSG00000198885	
FOXA3	1	ENSG00000170608	
RPS19P3	1	ENSG00000240463	
PA2G4P5	1	ENSG00000225580	
MEGF9	1	ENSG00000106780	
SIX2	1	ENSG00000170577	
EFHC2	1	ENSG00000183690	
NAALADL2	1	ENSG00000177694	
PCDHB11	1	ENSG00000197479	
ACADL	1	ENSG00000115361	
KIF26A	1	ENSG00000066735	
UBE2FP1	1	ENSG00000224080	
HEATR5A	1	ENSG00000129493	
TREM2	1	ENSG00000095970	
NME1-NME2	1	ENSG00000011052	
HSPB6	1	ENSG00000004776	
HSPA6	1	ENSG00000173110	
NAT9	1	ENSG00000109065	
NANP	1	ENSG00000170191	
APOBEC3C	1	ENSG00000244509	
OGFR	1	ENSG00000060491	
ERMP1	1	ENSG00000099219	
AMD1	1	ENSG00000123505	
MAGI2	1	ENSG00000187391	
DNASE1L2	1	ENSG00000167968	
THAP3	1	ENSG00000041988	
RPL13P5	1	ENSG00000240370	
NUDCP1	1	ENSG00000213197	
CYP21A2	1	ENSG00000231852	
CLDN6	1	ENSG00000184697	
FCHO1	1	ENSG00000130475	
NEAT1	1	ENSG00000245532	
KCTD15	1	ENSG00000153885	
KCNJ12	1	ENSG00000184185	
ZNF547	1	ENSG00000152433	
UNC79	1	ENSG00000133958	
