NAME	TITLE	SCORE	
SRRM4	serine/arginine repetitive matrix 4 [Source:HGNC Symbol;Acc:HGNC:29389]	-0.0013357647	
FAM86MP	family with sequence similarity 86 member M, pseudogene [Source:HGNC Symbol;Acc:HGNC:44100]	-0.0013363276	
CRYZP2	crystallin zeta pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:49203]	-0.0013363854	
LRP4-AS1	LRP4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44128]	-0.0013366598	
AHI1-DT	AHI1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:32526]	-0.0013385979	
HOXD10	homeobox D10 [Source:HGNC Symbol;Acc:HGNC:5133]	-0.0013406097	
GSTT2B	glutathione S-transferase theta 2B [Source:HGNC Symbol;Acc:HGNC:33437]	-0.0013416926	
MYH16	myosin heavy chain 16 pseudogene [Source:HGNC Symbol;Acc:HGNC:31038]	-0.0013419712	
ERI2	ERI1 exoribonuclease family member 2 [Source:HGNC Symbol;Acc:HGNC:30541]	-0.0013420804	
HNRNPA1P7	heterogeneous nuclear ribonucleoprotein A1 pseudogene 7 [Source:HGNC Symbol;Acc:HGNC:31015]	-0.0013484593	
BACH1-AS1	BACH1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40008]	-0.0013498442	
GAPDHP52	glyceraldehyde 3 phosphate dehydrogenase pseudogene 52 [Source:HGNC Symbol;Acc:HGNC:38558]	-0.0013508219	
MOGAT1	monoacylglycerol O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:18210]	-0.0013516988	
TMEM61	transmembrane protein 61 [Source:HGNC Symbol;Acc:HGNC:27296]	-0.0013551306	
RPL13AP24	ribosomal protein L13a pseudogene 24 [Source:HGNC Symbol;Acc:HGNC:36209]	-0.001356259	
UBE2FP3	UBE2F pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:44537]	-0.0013563633	
RPL21P120	ribosomal protein L21 pseudogene 120 [Source:HGNC Symbol;Acc:HGNC:35743]	-0.0013565352	
HSPE1P6	heat shock protein family E (Hsp10) member 1 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:49325]	-0.0013572451	
ENSG00000248469	novel transcript, antisense to FAM153B	-0.0013573401	
U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4 [Source:HGNC Symbol;Acc:HGNC:23020]	-0.0013574351	
COL11A1	collagen type XI alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2186]	-0.0013583797	
DST-AS1	DST antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40098]	-0.001360881	
TMEM92	transmembrane protein 92 [Source:HGNC Symbol;Acc:HGNC:26579]	-0.0013625361	
LINC01341	long intergenic non-protein coding RNA 1341 [Source:HGNC Symbol;Acc:HGNC:49457]	-0.0013627402	
STRADBP1	STE20-related kinase adaptor beta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:22478]	-0.001362896	
DDX10P1	DEAD-box helicase 10 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44960]	-0.0013629992	
SV2C	synaptic vesicle glycoprotein 2C [Source:HGNC Symbol;Acc:HGNC:30670]	-0.0013638464	
LAX1	lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26005]	-0.0013654586	
HAGLROS	HAGLR opposite strand lncRNA [Source:HGNC Symbol;Acc:HGNC:50646]	-0.0013663482	
NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]	-0.0013664638	
UBE2Q1-AS1	UBE2Q1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40722]	-0.0013669636	
AGAP2-AS1	AGAP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48633]	-0.001367684	
TIPARP-AS1	TIPARP antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41028]	-0.0013732756	
SLC2A3P4	solute carrier family 2 member 3 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:31076]	-0.0013735915	
MRPL23-AS1	MRPL23 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:42812]	-0.0013743383	
UFM1P3	UFM1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:55148]	-0.0013765086	
MRPL45P2	mitochondrial ribosomal protein L45 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:29716]	-0.001376542	
ANXA2P3	annexin A2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:540]	-0.0013765638	
ROBO2P1	roundabout guidance receptor 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44386]	-0.0013766998	
BBOF1	basal body orientation factor 1 [Source:HGNC Symbol;Acc:HGNC:19855]	-0.001377277	
PXDNL	peroxidasin like [Source:HGNC Symbol;Acc:HGNC:26359]	-0.0013782314	
TRIM54	tripartite motif containing 54 [Source:HGNC Symbol;Acc:HGNC:16008]	-0.0013789835	
ANKRD24	ankyrin repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:29424]	-0.0013793197	
PGBD1	piggyBac transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:19398]	-0.0013797629	
POTEI	POTE ankyrin domain family member I [Source:HGNC Symbol;Acc:HGNC:37093]	-0.0013809036	
RPL21P110	ribosomal protein L21 pseudogene 110 [Source:HGNC Symbol;Acc:HGNC:35627]	-0.0013816148	
CEACAMP5	CEA cell adhesion molecule pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:1827]	-0.0013817871	
TUNAR	TCL1 upstream neural differentiation-associated RNA [Source:HGNC Symbol;Acc:HGNC:44088]	-0.0013833301	
MYO3A	myosin IIIA [Source:HGNC Symbol;Acc:HGNC:7601]	-0.0013845969	
LINC01637	long intergenic non-protein coding RNA 1637 [Source:HGNC Symbol;Acc:HGNC:52424]	-0.0013870923	
FZD4	frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]	-0.0013873844	
KCNK2	potassium two pore domain channel subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:6277]	-0.00138762	
RANBP1P1	RANBP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54908]	-0.0013881839	
LIPC	lipase C, hepatic type [Source:HGNC Symbol;Acc:HGNC:6619]	-0.0013912224	
LRRC3C	leucine rich repeat containing 3C [Source:HGNC Symbol;Acc:HGNC:40034]	-0.00139129	
IQSEC3P1	IQ motif and Sec7 domain 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49848]	-0.0013916587	
CIBAR1-DT	CIBAR1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:43644]	-0.0013920311	
CCDC180	coiled-coil domain containing 180 [Source:HGNC Symbol;Acc:HGNC:29303]	-0.0013937299	
RFESDP1	Rieske (Fe-S) domain containing pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39420]	-0.0013970468	
MRPS9-AS1	MRPS9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40688]	-0.0013988961	
ENTPD4-DT	ENTPD4 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55536]	-0.001399027	
NUP210L	nucleoporin 210 like [Source:HGNC Symbol;Acc:HGNC:29915]	-0.0014020929	
CLLU1-AS1	CLLU1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24070]	-0.0014043398	
ESS2	ess-2 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:16817]	-0.0014056677	
KRT79	keratin 79 [Source:HGNC Symbol;Acc:HGNC:28930]	-0.0014066751	
LANCL1-AS1	LANCL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50727]	-0.001407027	
BSND	barttin CLCNK type accessory subunit beta [Source:HGNC Symbol;Acc:HGNC:16512]	-0.001407452	
RCN1P1	reticulocalbin 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39205]	-0.0014078962	
CMTM2	CKLF like MARVEL transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19173]	-0.0014086227	
SCGB2B2	secretoglobin family 2B member 2 [Source:HGNC Symbol;Acc:HGNC:27616]	-0.0014108467	
AQP7P1	aquaporin 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:32048]	-0.0014113141	
PTGIS	prostaglandin I2 synthase [Source:HGNC Symbol;Acc:HGNC:9603]	-0.0014115978	
CICP2	capicua transcriptional repressor pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:23935]	-0.001412029	
GSK3B-DT	GSK3B divergent transcript [Source:HGNC Symbol;Acc:HGNC:55635]	-0.0014130531	
NFE2L2	NFE2 like bZIP transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:7782]	-0.0014140451	
ODAD2P1	outer dynein arm docking complex subunit 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44937]	-0.0014147428	
UGDH-AS1	UGDH antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40601]	-0.0014153895	
GPR82	G protein-coupled receptor 82 [Source:HGNC Symbol;Acc:HGNC:4533]	-0.0014155498	
SMG1P4	SMG1 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:49861]	-0.0014158404	
PHYHIP	phytanoyl-CoA 2-hydroxylase interacting protein [Source:HGNC Symbol;Acc:HGNC:16865]	-0.0014178543	
MTHFD2P5	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:48863]	-0.0014192024	
PTK6	protein tyrosine kinase 6 [Source:HGNC Symbol;Acc:HGNC:9617]	-0.0014210895	
IDH1-AS1	IDH1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40292]	-0.0014216313	
VIP	vasoactive intestinal peptide [Source:HGNC Symbol;Acc:HGNC:12693]	-0.0014216512	
PGBD2	piggyBac transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:19399]	-0.0014241515	
ATP6V0A4	ATPase H+ transporting V0 subunit a4 [Source:HGNC Symbol;Acc:HGNC:866]	-0.001424503	
HAND2	heart and neural crest derivatives expressed 2 [Source:HGNC Symbol;Acc:HGNC:4808]	-0.0014256239	
RABGAP1L-DT	RABGAP1L divergent transcript [Source:HGNC Symbol;Acc:HGNC:54296]	-0.0014257453	
LINC00958	long intergenic non-protein coding RNA 958 [Source:HGNC Symbol;Acc:HGNC:48671]	-0.0014278045	
MIR331	microRNA 331 [Source:HGNC Symbol;Acc:HGNC:31772]	-0.0014282984	
CR1	complement C3b/C4b receptor 1 (Knops blood group) [Source:HGNC Symbol;Acc:HGNC:2334]	-0.0014294077	
CDHR18P	cadherin related family member 18, pseudogene [Source:HGNC Symbol;Acc:HGNC:53742]	-0.0014299426	
PRMT7	protein arginine methyltransferase 7 [Source:HGNC Symbol;Acc:HGNC:25557]	-0.0014317076	
RPA2P3	replication protein A2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:45118]	-0.0014322188	
APOB	apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]	-0.0014358343	
KCNA1	potassium voltage-gated channel subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:6218]	-0.0014361297	
SPAAR	small regulatory polypeptide of amino acid response [Source:HGNC Symbol;Acc:HGNC:27244]	-0.0014362975	
LINC02827	long intergenic non-protein coding RNA 2827 [Source:HGNC Symbol;Acc:HGNC:54358]	-0.0014363315	
LRIG2-DT	LRIG2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:54312]	-0.0014372534	
MIR103A2	microRNA 103a-2 [Source:HGNC Symbol;Acc:HGNC:31491]	-0.0014373674	
SNORA48	small nucleolar RNA, H/ACA box 48 [Source:HGNC Symbol;Acc:HGNC:32641]	-0.0014378696	
PHYHIPL	phytanoyl-CoA 2-hydroxylase interacting protein like [Source:HGNC Symbol;Acc:HGNC:29378]	-0.0014389546	
MCRS1	microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]	-0.0014399127	
RPS12P4	ribosomal protein S12 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:35670]	-0.0014401227	
RNF212B	ring finger protein 212B [Source:HGNC Symbol;Acc:HGNC:20438]	-0.0014419645	
NDUFAF5	NADH:ubiquinone oxidoreductase complex assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:15899]	-0.0014426279	
BROX	BRO1 domain and CAAX motif containing [Source:HGNC Symbol;Acc:HGNC:26512]	-0.0014443352	
KDM4A-AS1	KDM4A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40528]	-0.001445007	
CEP57L1P1	centrosomal protein 57 like 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23521]	-0.0014453417	
CSRP1	cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]	-0.0014485151	
B3GALT9	beta-1,3-galactosyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:53652]	-0.001449134	
DEFB109F	defensin beta 109F (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38066]	-0.0014494479	
AMER3	APC membrane recruitment protein 3 [Source:HGNC Symbol;Acc:HGNC:26771]	-0.0014503826	
MIR219A1	microRNA 219a-1 [Source:HGNC Symbol;Acc:HGNC:31597]	-0.0014510622	
GRIN3B	glutamate ionotropic receptor NMDA type subunit 3B [Source:HGNC Symbol;Acc:HGNC:16768]	-0.0014511228	
HAR1B	highly accelerated region 1B [Source:HGNC Symbol;Acc:HGNC:33118]	-0.0014513679	
TNFRSF8	TNF receptor superfamily member 8 [Source:HGNC Symbol;Acc:HGNC:11923]	-0.0014519559	
MINCR	MYC-induced long non-coding RNA [Source:HGNC Symbol;Acc:HGNC:51653]	-0.0014521424	
FAM162B	family with sequence similarity 162 member B [Source:HGNC Symbol;Acc:HGNC:21549]	-0.0014539809	
RPL8P1	ribosomal protein L8 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13980]	-0.0014540378	
LINC02943	long intergenic non-protein coding RNA 2943 [Source:HGNC Symbol;Acc:HGNC:55958]	-0.0014573374	
TMEM213	transmembrane protein 213 [Source:HGNC Symbol;Acc:HGNC:27220]	-0.0014575693	
ENPP7P1	ectonucleotide pyrophosphatase/phosphodiesterase 7 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:48699]	-0.0014579714	
CD72	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]	-0.0014585237	
ENSG00000236393	novel transcript	-0.0014591552	
RBMX2P5	RBMX2 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:39927]	-0.0014614309	
EXOC3-AS1	EXOC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:25175]	-0.0014625832	
TRAF6P1	TNF receptor associated factor 6 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:45032]	-0.0014639916	
PAIP1P1	PAIP1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:18240]	-0.0014649114	
CSE1L	chromosome segregation 1 like [Source:HGNC Symbol;Acc:HGNC:2431]	-0.0014672992	
RPLP0P10	ribosomal protein lateral stalk subunit P0 pseudogene 10 [Source:HGNC Symbol;Acc:HGNC:35991]	-0.0014696523	
NRIP2	nuclear receptor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23078]	-0.0014698001	
ALKBH3-AS1	ALKBH3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48670]	-0.0014701589	
ENSG00000237870	novel transcript	-0.001470608	
CICP11	capicua transcriptional repressor pseudogene 11 [Source:HGNC Symbol;Acc:HGNC:37903]	-0.0014711276	
ANOS2P	anosmin 2, pseudogene [Source:HGNC Symbol;Acc:HGNC:6214]	-0.0014727835	
JARID2-AS1	JARID2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40314]	-0.0014732251	
ENSG00000239482	novel transcript	-0.0014739177	
C9orf131	chromosome 9 open reading frame 131 [Source:HGNC Symbol;Acc:HGNC:31418]	-0.0014756498	
BOLA2P3	bolA family member 2 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:51439]	-0.0014756938	
CHKB	choline kinase beta [Source:HGNC Symbol;Acc:HGNC:1938]	-0.0014765109	
PIK3CDP1	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:52629]	-0.0014768549	
CORT	cortistatin [Source:HGNC Symbol;Acc:HGNC:2257]	-0.0014790312	
TUBA5P	tubulin alpha 5, pseudogene [Source:HGNC Symbol;Acc:HGNC:54799]	-0.0014797439	
LINC03051	long intergenic non-protein coding RNA 3051 [Source:HGNC Symbol;Acc:HGNC:56330]	-0.0014798522	
FLYWCH1P1	FLYWCH-type zinc finger 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:38033]	-0.0014801254	
KRT18P59	keratin 18 pseudogene 59 [Source:HGNC Symbol;Acc:HGNC:48886]	-0.0014803816	
LRP4	LDL receptor related protein 4 [Source:HGNC Symbol;Acc:HGNC:6696]	-0.0014830274	
KCNMB2	potassium calcium-activated channel subfamily M regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6286]	-0.0014854432	
ALX4	ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450]	-0.0014880857	
KCNK17	potassium two pore domain channel subfamily K member 17 [Source:HGNC Symbol;Acc:HGNC:14465]	-0.0014885404	
TBX19	T-box transcription factor 19 [Source:HGNC Symbol;Acc:HGNC:11596]	-0.0014890552	
ARL9	ADP ribosylation factor like GTPase 9 [Source:HGNC Symbol;Acc:HGNC:23592]	-0.0014898614	
TUBB1	tubulin beta 1 class VI [Source:HGNC Symbol;Acc:HGNC:16257]	-0.0014899948	
ABRAXAS1P1	ABRAXAS1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:56461]	-0.0014903215	
GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	-0.0014906258	
ITPR1-DT	ITPR1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:44470]	-0.001491209	
SCARNA7	small Cajal body-specific RNA 7 [Source:HGNC Symbol;Acc:HGNC:32563]	-0.0014915024	
USP32P1	ubiquitin specific peptidase 32 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:43570]	-0.0014922265	
SRRM5	serine/arginine repetitive matrix 5 [Source:HGNC Symbol;Acc:HGNC:37248]	-0.001493415	
CFAP53	cilia and flagella associated protein 53 [Source:HGNC Symbol;Acc:HGNC:26530]	-0.0014937429	
ADRA1A	adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]	-0.0014947768	
TTC9-DT	TTC9 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53243]	-0.0014958325	
FAM90A12P	family with sequence similarity 90 member A12, pseudogene [Source:HGNC Symbol;Acc:HGNC:32260]	-0.0014991686	
EZH2P1	enhancer of zeste 2 polycomb repressive complex 2 subunit pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39918]	-0.0015001465	
PMS2P6	PMS1 homolog 2, mismatch repair system component pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:33514]	-0.0015007426	
GCOM1	GCOM1, MYZAP-POLR2M combined locus [Source:HGNC Symbol;Acc:HGNC:26424]	-0.001500989	
RNF144A	ring finger protein 144A [Source:HGNC Symbol;Acc:HGNC:20457]	-0.0015021411	
SWSAP1	SWIM-type zinc finger 7 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26638]	-0.0015043165	
AK3P3	AK3 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:39062]	-0.0015050735	
SNORD83A	small nucleolar RNA, C/D box 83A [Source:HGNC Symbol;Acc:HGNC:17131]	-0.0015058395	
LOC102723313	novel transcript, antisense to SOX7 and PINX1	-0.0015061593	
PET117	PET117 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40045]	-0.0015066467	
GNAS-AS1	GNAS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:24872]	-0.0015075605	
TAFA1	TAFA chemokine like family member 1 [Source:HGNC Symbol;Acc:HGNC:21587]	-0.0015086414	
CACNG7	calcium voltage-gated channel auxiliary subunit gamma 7 [Source:HGNC Symbol;Acc:HGNC:13626]	-0.0015091131	
RGS2	regulator of G protein signaling 2 [Source:HGNC Symbol;Acc:HGNC:9998]	-0.0015094276	
NKRF	NFKB repressing factor [Source:HGNC Symbol;Acc:HGNC:19374]	-0.0015112179	
GLYCTK-AS1	GLYCTK antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41043]	-0.001511309	
WFDC3	WAP four-disulfide core domain 3 [Source:HGNC Symbol;Acc:HGNC:15957]	-0.001511933	
USP32P3	ubiquitin specific peptidase 32 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:43576]	-0.0015127184	
OSGEPL1-AS1	OSGEPL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41009]	-0.0015141	
EAPP	E2F associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:19312]	-0.0015150738	
CENPE	centromere protein E [Source:HGNC Symbol;Acc:HGNC:1856]	-0.0015153976	
EDEM2	ER degradation enhancing alpha-mannosidase like protein 2 [Source:HGNC Symbol;Acc:HGNC:15877]	-0.0015170334	
ZBTB34	zinc finger and BTB domain containing 34 [Source:HGNC Symbol;Acc:HGNC:31446]	-0.0015190705	
OR8T1P	olfactory receptor family 8 subfamily T member 1 pseudogene [Source:HGNC Symbol;Acc:HGNC:19630]	-0.001519154	
RNU6-516P	RNA, U6 small nuclear 516, pseudogene [Source:HGNC Symbol;Acc:HGNC:47479]	-0.0015201987	
THUMPD1P1	THUMP domain containing 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23808]	-0.0015212512	
CEL	carboxyl ester lipase [Source:HGNC Symbol;Acc:HGNC:1848]	-0.0015222556	
RTL5	retrotransposon Gag like 5 [Source:HGNC Symbol;Acc:HGNC:29430]	-0.0015257156	
ZNF593	zinc finger protein 593 [Source:HGNC Symbol;Acc:HGNC:30943]	-0.0015259364	
RNU6-833P	RNA, U6 small nuclear 833, pseudogene [Source:HGNC Symbol;Acc:HGNC:47796]	-0.0015262424	
RWDD4	RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]	-0.0015263006	
INHA	inhibin subunit alpha [Source:HGNC Symbol;Acc:HGNC:6065]	-0.0015277802	
RPS3AP34	RPS3A pseudogene 34 [Source:HGNC Symbol;Acc:HGNC:36293]	-0.0015278213	
IL2RA	interleukin 2 receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:6008]	-0.0015305348	
LINC02734	long intergenic non-protein coding RNA 2734 [Source:HGNC Symbol;Acc:HGNC:54251]	-0.0015310268	
EP300	E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373]	-0.0015313377	
KRT3	keratin 3 [Source:HGNC Symbol;Acc:HGNC:6440]	-0.0015318965	
RNU4-47P	RNA, U4 small nuclear 47, pseudogene [Source:HGNC Symbol;Acc:HGNC:46983]	-0.0015336287	
STRC	stereocilin [Source:HGNC Symbol;Acc:HGNC:16035]	-0.0015342725	
CHCHD3P1	coiled-coil-helix-coiled-coil-helix domain containing 3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:44697]	-0.0015345446	
GGTA1	glycoprotein alpha-galactosyltransferase 1 (inactive) [Source:HGNC Symbol;Acc:HGNC:4253]	-0.001535319	
DMAC1	distal membrane arm assembly component 1 [Source:HGNC Symbol;Acc:HGNC:30536]	-0.0015354214	
CHP1P2	CHP1 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:54896]	-0.0015358437	
ENSG00000205037	novel transcript	-0.0015359458	
ZNF346-IT1	ZNF346 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41423]	-0.0015361048	
IFNA20P	interferon alpha 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:5444]	-0.0015368954	
HSD17B2	hydroxysteroid 17-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5211]	-0.0015371058	
MYOT	myotilin [Source:HGNC Symbol;Acc:HGNC:12399]	-0.0015394991	
CDH8	cadherin 8 [Source:HGNC Symbol;Acc:HGNC:1767]	-0.0015398273	
GFI1	growth factor independent 1 transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:4237]	-0.0015401691	
HSPD1P12	heat shock protein family D (Hsp60) member 1 pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:35140]	-0.0015427069	
FAM124A	family with sequence similarity 124 member A [Source:HGNC Symbol;Acc:HGNC:26413]	-0.0015434346	
LINC01264	long intergenic non-protein coding RNA 1264 [Source:HGNC Symbol;Acc:HGNC:50282]	-0.0015452463	
DDX18P5	DEAD-box helicase 18 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:33968]	-0.0015462786	
SLC66A1L	solute carrier family 66 member 1 like [Source:HGNC Symbol;Acc:HGNC:25146]	-0.0015471105	
FREM3	FRAS1 related extracellular matrix 3 [Source:HGNC Symbol;Acc:HGNC:25172]	-0.0015476209	
CDH18	cadherin 18 [Source:HGNC Symbol;Acc:HGNC:1757]	-0.0015476457	
ROPN1L	rhophilin associated tail protein 1 like [Source:HGNC Symbol;Acc:HGNC:24060]	-0.0015492488	
SLC9C1	solute carrier family 9 member C1 [Source:HGNC Symbol;Acc:HGNC:31401]	-0.001549999	
SLC9C2	solute carrier family 9 member C2 (putative) [Source:HGNC Symbol;Acc:HGNC:28664]	-0.001550298	
LINC02571	long intergenic non-protein coding RNA 2571 [Source:HGNC Symbol;Acc:HGNC:53630]	-0.0015518684	
ATP5PB	ATP synthase peripheral stalk-membrane subunit b [Source:HGNC Symbol;Acc:HGNC:840]	-0.0015522187	
SNORD94	small nucleolar RNA, C/D box 94 [Source:HGNC Symbol;Acc:HGNC:32756]	-0.0015536841	
KPNA2P2	karyopherin subunit alpha 2 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:52872]	-0.0015546415	
BCAR3-AS1	BCAR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40093]	-0.0015548815	
PDE6B-AS1	PDE6B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40438]	-0.0015549726	
OR10V2P	olfactory receptor family 10 subfamily V member 2 pseudogene [Source:HGNC Symbol;Acc:HGNC:15137]	-0.0015552468	
CPEB2-DT	CPEB2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:49082]	-0.0015563751	
LINC02102	long intergenic non-protein coding RNA 2102 [Source:HGNC Symbol;Acc:HGNC:52957]	-0.0015564933	
PPP1R14D	protein phosphatase 1 regulatory inhibitor subunit 14D [Source:HGNC Symbol;Acc:HGNC:14953]	-0.0015576127	
AMY1C	amylase alpha 1C [Source:HGNC Symbol;Acc:HGNC:476]	-0.0015578051	
RNU6-930P	RNA, U6 small nuclear 930, pseudogene [Source:HGNC Symbol;Acc:HGNC:47893]	-0.0015580133	
BNC2-AS1	BNC2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53727]	-0.001559589	
IGFALS	insulin like growth factor binding protein acid labile subunit [Source:HGNC Symbol;Acc:HGNC:5468]	-0.001562705	
C22orf39	chromosome 22 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:27012]	-0.001564816	
CIT	citron rho-interacting serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1985]	-0.0015649548	
TCL6	T cell leukemia/lymphoma 6 [Source:HGNC Symbol;Acc:HGNC:13463]	-0.0015651585	
GTF2IP23	general transcription factor IIi pseudogene 23 [Source:HGNC Symbol;Acc:HGNC:51735]	-0.0015667285	
GPAT4-AS1	GPAT4 and GINS4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55539]	-0.001566795	
RIN1	Ras and Rab interactor 1 [Source:HGNC Symbol;Acc:HGNC:18749]	-0.0015695388	
MIR126	microRNA 126 [Source:HGNC Symbol;Acc:HGNC:31508]	-0.0015726577	
